"","x","y","group"
"1",-0.626453810742332,9.42047814265055,"grp07"
"2",0.183643324222082,8.61791795089202,"grp06"
"3",-0.835628612410047,10.0939686274155,"grp08"
"4",1.59528080213779,6.64350775929209,"grp03"
"5",0.329507771815361,6.54764774353803,"grp04"
"6",-0.820468384118015,9.72240007597202,"grp07"
"7",0.487429052428485,9.86862861422932,"grp07"
"8",0.738324705129217,7.86664924288247,"grp05"
"9",0.575781351653492,9.89936606461058,"grp06"
"10",-0.305388387156356,10.0813769570837,"grp07"
"11",1.51178116845085,7.99573943020673,"grp04"
"12",0.389843236411431,8.54666791944508,"grp06"
"13",-0.621240580541804,7.41282145458245,"grp05"
"14",-2.2146998871775,11.7999545551864,"grp10"
"15",1.12493091814311,8.04034000666897,"grp05"
"16",-0.0449336090152309,8.21901403254889,"grp06"
"17",-0.0161902630989461,7.60773406570428,"grp05"
"18",0.943836210685299,5.03138704374708,"grp02"
"19",0.821221195098089,7.5542453074411,"grp04"
"20",0.593901321217509,6.96780162138428,"grp04"
"21",0.918977371608218,7.87754292512647,"grp05"
"22",0.782136300731067,9.442498016915,"grp06"
"23",0.0745649833651906,9.25635456029287,"grp06"
"24",-1.98935169586337,7.60622592621758,"grp07"
"25",0.61982574789471,8.12194697741953,"grp05"
"26",-0.0561287395290008,7.33111389710514,"grp05"
"27",-0.155795506705329,6.69159915281307,"grp05"
"28",-1.47075238389927,7.99054699128306,"grp07"
"29",-0.47815005510862,7.20552863978974,"grp05"
"30",0.417941560199702,7.09921208044413,"grp04"
"31",1.35867955152904,8.92690320956116,"grp05"
"32",-0.102787727342996,6.61460121012314,"grp04"
"33",0.387671611559369,8.48833485942605,"grp06"
"34",-0.0538050405829051,8.40518557792848,"grp06"
"35",-1.37705955682861,8.96561596003151,"grp07"
"36",-0.41499456329968,8.54994382839752,"grp06"
"37",-0.394289953710349,8.18634399137563,"grp06"
"38",-0.0593133967111857,8.26111124353095,"grp06"
"39",1.10002537198388,9.38245242159145,"grp06"
"40",0.763175748457544,9.46442436109857,"grp06"
"41",-0.164523596253587,8.86794024603951,"grp06"
"42",-0.253361680136508,8.03542307879547,"grp06"
"43",0.696963375404737,9.15599984915491,"grp06"
"44",0.556663198673657,6.60114994780409,"grp04"
"45",-0.68875569454952,8.65707771960679,"grp07"
"46",-0.70749515696212,8.93012249562157,"grp07"
"47",0.36458196213683,8.87379838474201,"grp06"
"48",0.768532924515416,7.52867159693594,"grp04"
"49",-0.112346212150228,10.7744280440546,"grp08"
"50",0.881107726454215,6.95589701132228,"grp04"
"51",0.398105880367068,7.07608709912699,"grp04"
"52",-0.612026393250771,11.0411344126704,"grp08"
"53",0.341119691424425,8.70497638496871,"grp06"
"54",-1.12936309608079,8.51481724035931,"grp07"
"55",1.43302370170104,6.60279244623996,"grp03"
"56",1.98039989850586,7.71261260331131,"grp04"
"57",-0.367221476466509,8.77432579744768,"grp06"
"58",-1.04413462631653,7.57400573082218,"grp06"
"59",0.569719627442413,7.90939333707942,"grp05"
"60",-0.135054603880824,8.98608676542789,"grp06"
"61",2.40161776050478,7.45315798495005,"grp03"
"62",-0.0392400027331692,7.16481047196027,"grp05"
"63",0.689739362450777,9.92335463761079,"grp06"
"64",0.0280021587806661,7.24173906058369,"grp05"
"65",-0.743273208882405,8.94021405712193,"grp07"
"66",0.188792299514343,9.31448906650325,"grp06"
"67",-1.80495862889104,9.41481410485303,"grp08"
"68",1.46555486156289,8.9893194531846,"grp05"
"69",0.153253338211898,10.9625236950363,"grp08"
"70",2.17261167036215,8.24267640424274,"grp04"
"71",0.475509528899663,9.05791942238312,"grp06"
"72",-0.709946430921815,7.70182068834293,"grp06"
"73",0.610726353489055,9.68846674347087,"grp06"
"74",-0.934097631644252,8.8084185372211,"grp07"
"75",-1.2536334002391,9.43872068946652,"grp08"
"76",0.291446235517463,8.28662818976105,"grp05"
"77",-0.443291873218433,8.40320338682865,"grp06"
"78",0.00110535163162413,10.4144355160757,"grp07"
"79",0.0743413241516641,10.3410987541299,"grp07"
"80",-0.589520946188072,7.81615614056412,"grp06"
"81",-0.568668732818502,8.22667573713481,"grp06"
"82",-0.135178615123832,8.40838959042556,"grp06"
"83",1.1780869965732,6.45445147342755,"grp03"
"84",-1.52356680042976,9.79590427703016,"grp08"
"85",0.593946187628422,8.59615225746974,"grp05"
"86",0.332950371213518,9.50396547038243,"grp06"
"87",1.06309983727636,6.90476381567206,"grp04"
"88",-0.304183923634301,9.50685883521348,"grp07"
"89",0.370018809916288,9.04494938002408,"grp06"
"90",0.267098790772231,8.03832217465868,"grp05"
"91",-0.54252003099165,7.37340506654713,"grp05"
"92",1.20786780598317,7.40873084430856,"grp04"
"93",1.16040261569495,9.35561578768193,"grp06"
"94",0.700213649514998,8.6666392006673,"grp05"
"95",1.58683345454085,8.0456647187451,"grp04"
"96",0.558486425565304,5.13804510777095,"grp03"
"97",-1.27659220845804,9.05866270190361,"grp07"
"98",-0.573265414236886,9.2665230358791,"grp07"
"99",-1.22461261489836,7.87848948025294,"grp06"
"100",-0.473400636439312,8.12028243697,"grp06"
"101",-0.620366677224124,8.99368622002333,"grp07"
"102",0.0421158731442352,8.47382698278341,"grp06"
"103",-0.910921648552446,9.79705927942216,"grp08"
"104",0.158028772404075,8.11444320747316,"grp05"
"105",-0.654584643918818,8.65022932093922,"grp06"
"106",1.76728726937265,8.43407085481831,"grp04"
"107",0.716707476017206,7.9912567046617,"grp05"
"108",0.910174229495227,6.54607229498842,"grp04"
"109",0.384185357826345,7.22511549827655,"grp05"
"110",1.68217608051942,8.17221560848833,"grp04"
"111",-0.635736453948977,9.45389446864198,"grp07"
"112",-0.461644730360566,9.29077661202602,"grp07"
"113",1.43228223854166,8.07650637578505,"grp04"
"114",-0.650696353310367,9.8261612953917,"grp07"
"115",-0.207380743601965,8.0101686241525,"grp06"
"116",-0.392807929441984,9.95387745456697,"grp07"
"117",-0.319992868548507,7.17260255004423,"grp05"
"118",-0.279113302976559,9.25242162038483,"grp07"
"119",0.494188331267827,7.66327743091326,"grp05"
"120",-0.177330482269606,9.13852420847425,"grp06"
"121",-0.505957462114257,8.49828227224095,"grp06"
"122",1.34303882517041,7.10580266827449,"grp04"
"123",-0.214579408546869,8.501383987596,"grp06"
"124",-0.179556530043387,8.74438994150654,"grp06"
"125",-0.100190741213562,8.38457463957042,"grp06"
"126",0.712666307051405,7.74191219832547,"grp05"
"127",-0.0735644041263263,7.48415574142204,"grp05"
"128",-0.0376341714670479,9.55202729413042,"grp07"
"129",-0.681660478755657,8.75860860803706,"grp07"
"130",-0.324270272246319,8.77520137171009,"grp06"
"131",0.0601604404345152,9.63960610418357,"grp07"
"132",-0.588894486259664,10.3619981201457,"grp08"
"133",0.531496192632572,9.58935292817158,"grp06"
"134",-1.51839408178679,8.85457946973458,"grp07"
"135",0.306557860789766,8.82516550961444,"grp06"
"136",-1.53644982353759,10.8266494237823,"grp09"
"137",-0.300976126836611,7.18229587203826,"grp05"
"138",-0.528279904445006,7.26188136429553,"grp05"
"139",-0.652094780680999,8.81896591620021,"grp07"
"140",-0.0568967778473925,7.77291225975162,"grp05"
"141",-1.91435942568001,11.574670205252,"grp10"
"142",1.17658331201856,8.93280053794912,"grp05"
"143",-1.664972436212,6.58165984564587,"grp06"
"144",-0.463530401472386,6.92486839016943,"grp05"
"145",-1.11592010504285,9.79576632354162,"grp08"
"146",-0.750819001193448,9.13596132623312,"grp07"
"147",2.08716654562835,9.3122679460852,"grp05"
"148",0.0173956196932517,8.53646820238636,"grp06"
"149",-1.28630053043433,10.8884674420356,"grp09"
"150",-1.64060553441858,7.28258182524711,"grp06"
"151",0.450187101272656,7.01712729600224,"grp04"
"152",-0.018559832714638,8.50980084732666,"grp06"
"153",-0.318068374543844,8.02137372194129,"grp06"
"154",-0.929362147453702,8.04570149187871,"grp06"
"155",-1.48746031014148,7.97632472139203,"grp07"
"156",-1.07519229661568,8.39159768543163,"grp07"
"157",1.00002880371391,6.22069186687182,"grp03"
"158",-0.621266694796823,8.00675800404316,"grp06"
"159",-1.38442684738449,10.0160348074579,"grp08"
"160",1.86929062242358,6.52760176298049,"grp03"
"161",0.425100377372448,9.01743702516043,"grp06"
"162",-0.238647100913033,8.79510901927565,"grp06"
"163",1.05848304870902,8.14290215629819,"grp05"
"164",0.886422651374936,5.69300699207192,"grp03"
"165",-0.619243048231147,6.76250733051312,"grp05"
"166",2.20610246454047,7.24948234132841,"grp03"
"167",-0.255027030141015,10.2257908964911,"grp07"
"168",-1.42449465021281,10.0703295380458,"grp08"
"169",-0.144399601954219,8.2997916053446,"grp06"
"170",0.207538339232345,9.48936883019174,"grp06"
"171",2.30797839905936,6.91592462479186,"grp03"
"172",0.105802367893711,8.26483157651173,"grp06"
"173",0.456998805423414,9.60921753931505,"grp06"
"174",-0.077152935356531,7.18727637947576,"grp05"
"175",-0.334000842366544,8.37320285045261,"grp06"
"176",-0.0347260283112762,7.48775428000775,"grp05"
"177",0.787639605630162,7.35194692511243,"grp04"
"178",2.07524500865228,5.553466301902,"grp02"
"179",1.02739243876377,7.88363072232092,"grp05"
"180",1.2079083983867,8.64337821528568,"grp05"
"181",-1.23132342155804,8.93032386382612,"grp07"
"182",0.983895570053379,7.48933978131873,"grp04"
"183",0.219924803660651,8.82473968894447,"grp06"
"184",-1.46725002909224,10.4980028577958,"grp09"
"185",0.521022742648139,9.03164682828892,"grp06"
"186",-0.158754604716016,9.22146624412846,"grp07"
"187",1.4645873119698,8.93305673271404,"grp05"
"188",-0.766081999604665,7.76991101614267,"grp06"
"189",-0.430211753928547,8.50913350246205,"grp06"
"190",-0.926109497377437,9.78994814487436,"grp08"
"191",-0.17710396143654,7.83728109859315,"grp05"
"192",0.402011779486338,8.82717535932997,"grp06"
"193",-0.731748173119606,8.82498922773718,"grp07"
"194",0.830373167981674,8.90717066770508,"grp05"
"195",-1.20808278630446,7.1573755233306,"grp06"
"196",-1.04798441280774,9.24694940822572,"grp07"
"197",1.44115770684428,8.55511826525151,"grp05"
"198",-1.01584746530465,9.44888511052797,"grp07"
"199",0.411974712317515,9.54533175496951,"grp06"
"200",-0.38107605110892,8.47082321914719,"grp06"
"201",0.409401839650934,7.99273341117119,"grp05"
"202",1.68887328620405,8.25155012530456,"grp04"
"203",1.58658843344197,7.26631111089972,"grp04"
"204",-0.330907800682766,9.94522283165588,"grp07"
"205",-2.28523553529247,11.6846761430441,"grp10"
"206",2.49766158983416,6.37825331175653,"grp02"
"207",0.667066166765493,6.87498453155417,"grp04"
"208",0.5413273359637,9.35360606083312,"grp06"
"209",-0.0133995231459087,9.05893933099398,"grp06"
"210",0.510108422952926,8.76944410294789,"grp06"
"211",-0.164375831769667,7.45955498309955,"grp05"
"212",0.420694643254513,8.26607281443564,"grp05"
"213",-0.400246743977644,9.61603598593277,"grp07"
"214",-1.37020787754746,8.72833589555105,"grp07"
"215",0.987838267454879,8.12430833895533,"grp05"
"216",1.51974502549955,5.17264257964707,"grp02"
"217",-0.308740569225614,9.69320376497065,"grp07"
"218",-1.25328975560769,7.63926941565535,"grp06"
"219",0.642241305677824,6.39034752277503,"grp04"
